Recency,Frequency,MonetaryValue,Cluster,customer_id,Description
167,14,22375.54,1,359,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
0,40,45222.549999999996,0,360,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
13,21,12048.970000000001,1,361,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
49,11,23676.21,3,362,"Segment 3: Customers in this segment have an average Recency of 48.22, an average Frequency of 9.79, and an average Monetary Value of 11559.88. This indicates that they are very inactive customers, who purchase rarely, and spend low."
34,47,-26231.29,2,363,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
0,46,29119.9,0,364,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
12,31,-9456.57,2,365,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
106,19,-2498.12,2,366,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
0,43,47720.76,0,367,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
0,32,47882.15,0,368,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
0,53,26616.04,0,369,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
191,25,11681.01,1,370,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
15,40,37421.450000000004,4,371,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,42,4231.319999999999,4,372,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
20,34,28205.03,4,373,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,21,1778.5200000000004,1,374,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
0,9,-10297.64,2,375,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,19,5258.110000000001,1,376,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
51,21,13620.58,1,377,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
13,12,-3107.53,2,378,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,28,-26781.02,2,379,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,30,-2277.060000000001,2,380,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
4,32,-15034.009999999998,2,381,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
0,15,4537.05,0,382,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
0,18,17068.53,0,383,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
12,18,22806.95,1,384,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
